timestamp,overview_id,review_id,review_url,rating_date,count_helpful,count_unhelpful,employee_job_end_year,employee_length,employee_responses,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,company_name,review_advice,url,employee_location,employee_job_title,advice_to_management,overview_url,original_url,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,glassdoor_employer_id
"2024-04-02 00:00:00.000","3358","44585891","https://www.glassdoor.co.uk/Reviews/Employee-Review-RBC-RVW44585891.htm","""2021-03-25T19:25:45.817Z""",1,"",2020,4,"null","REGULAR","Former employee, more than 3 years","","","POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Great Place to Work","RBC","","https://www.glassdoor.co.uk/Reviews/RBC-Reviews-E3358_P814.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Client Advisor","","https://www.glassdoor.co.uk/Overview/Working-at-RBC-EI_IE3358.11,14.htm","https://www.glassdoor.co.uk/Reviews/RBC-Reviews-E3358.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Managers I have worked for are very inclusive and want you to succeed.","Sometimes stressful depending on your location. I didn’t find training to be adequate for certain things.",5,5,5,"3358"
"2024-03-29 00:00:00.000","9779","30928842","https://www.glassdoor.co.uk/Reviews/Employee-Review-Teleperformance-RVW30928842.htm","""2019-12-18T08:47:48.707Z""",3,"",2019,2,"null","REGULAR","Former employee, more than 1 year","","","NEGATIVE","NO_OPINION","NEGATIVE",1,"",1,2,"Good Training, Poor Leadership, Forced Company Culture","Teleperformance","","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779_P4141.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Barcelona","Digital Campaign Specialist","Stop putting so much effort into faking a positive company culture and let it grow naturally by actually taking care of your employees. Pay them on time, put a stop to unprofessionalism and stop the gossiping and fraternising with the girls.","https://www.glassdoor.co.uk/Overview/Working-at-Teleperformance-EI_IE9779.11,26.htm","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779.htm?filter.iso3Language=fra&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Product trainings were freaquent and relevant. A few people from middle management and across teams could teach you good tricks and tips.","Most of the management is very bad. The project clients are very condescending and  try to get you to gossip about your managers to them. A lot of general gossip and unprofessionalism in the management teams.",2,1,2,"9779"
"2024-04-01 00:00:00.000","432","47561000","https://www.glassdoor.co.uk/Reviews/Employee-Review-McDonald-s-RVW47561000.htm","""2021-05-27T12:43:46.853Z""","","",2018,2,"null","PART_TIME","Former employee, more than 1 year","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,5,1,5,"Horrible","McDonald's","","https://www.glassdoor.co.uk/Reviews/McDonald-s-Reviews-E432_P6640.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Tallahassee, FL","Crew Member","Take pride in hiring people that actually want to work and do their job properly","https://www.glassdoor.co.uk/Overview/Working-at-McDonald-s-EI_IE432.11,21.htm","https://www.glassdoor.co.uk/Reviews/McDonald-s-Reviews-E432.htm?filter.iso3Language=ita&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Easy work if you have common sense","The employees are majority young teenagers who have no customer service skills or respect whatsoever",1,1,1,"432"
"2024-04-02 00:00:00.000","925157","51071987","https://www.glassdoor.co.uk/Reviews/Employee-Review-Elevance-Health-RVW51071987.htm","""2021-08-12T23:36:27.663Z""",3,"","",4,"null","REGULAR","Current employee, more than 3 years","","","POSITIVE","DISAPPROVE","POSITIVE",1,3,3,4,"Good for Corporate Experience","Elevance Health","","https://www.glassdoor.co.uk/Reviews/Elevance-Health-Reviews-E925157_P257.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Business Analyst","Concentrate on performance management, give clear picture on how to move up in the organization, work with HR partners to improve job satisfaction","https://www.glassdoor.co.uk/Overview/Working-at-Elevance-Health-EI_IE925157.11,26.htm","https://www.glassdoor.co.uk/Reviews/Elevance-Health-Reviews-E925157.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Lots of different jobs to apply to, decent pay (lower than MRP) and work from home opportunities","No promotions (you have to apply to different jobs), financial bottom line is the priority, culture is fake (straight out of an HR textbook)",2,1,4,"925157"
"2024-04-02 00:00:00.000","364","6510062","https://www.glassdoor.co.uk/Reviews/Employee-Review-Johnson-and-Johnson-RVW6510062.htm","""2015-05-04T15:34:51.233Z""",1,"",2013,1,"null","REGULAR","Former employee, less than 1 year","","","POSITIVE","APPROVE","POSITIVE",5,"",5,5,"Supply chain co-op","Johnson & Johnson","","https://www.glassdoor.co.uk/Reviews/Johnson-and-Johnson-Reviews-E364_P1184.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Skillman, NJ","Op","continue running the co-op program as it is being run. I learned so much through my co-op, and I am so glad I did it. I was not even interested in supply chain, and the management at JNJ made me want to work there after graduation.","https://www.glassdoor.co.uk/Overview/Working-at-Johnson-and-Johnson-EI_IE364.11,30.htm","https://www.glassdoor.co.uk/Reviews/Johnson-and-Johnson-Reviews-E364.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","-open door policy
-everyone willing to help
-autonomy on projects
-6 month co-op, so you feel like a full-time employee by the end
-treated like a full-time employee, not a co-op
-great hourly rate and overtime","-lots of reporting responsibilities in addition to regular, project-based work
-hard to get 2nd co-op (very competitive)",5,5,4,"364"
"2024-04-02 00:00:00.000","3482","41147248","https://www.glassdoor.co.uk/Reviews/Employee-Review-HSBC-RVW41147248.htm","""2021-01-21T02:24:41.257Z""",1,"","",2,"null","REGULAR","Current employee, more than 1 year","","","NEGATIVE","NO_OPINION","NEGATIVE",2,5,2,2,"Work at HSBC only if you have to","HSBC","","https://www.glassdoor.co.uk/Reviews/HSBC-Reviews-E3482_P1324.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Los Angeles, CA","Personal Banker","Address the root cause of business issues instead of blaming employees for lack of success. Make procedures easier.","https://www.glassdoor.co.uk/Overview/Working-at-HSBC-EI_IE3482.11,15.htm","https://www.glassdoor.co.uk/Reviews/HSBC-Reviews-E3482.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Benefits, Insurance, co workers are nice","Sales pressure, unprofessional management, complicated systems",3,2,1,"3482"
"2024-04-02 00:00:00.000","3164","2517079","https://www.glassdoor.co.uk/Reviews/Employee-Review-Eni-Spa-RVW2517079.htm","""2013-03-31T10:16:05.180Z""",3,"",2009,4,"null","REGULAR","Former employee, more than 3 years","","","NEUTRAL","DISAPPROVE","NEGATIVE",1,"",2,1,"Working for ENI","Eni Spa","","https://www.glassdoor.co.uk/Reviews/Eni-Spa-Reviews-E3164_P75.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Milan","Senior Reservoir Engineer","- Clearly defined job description and objectives to employees
- Implement and enforce a process for oilfiedl project management
- Properly train managers both technically and in soft skills
- Enforce english skills in order to operate in the oil industry","https://www.glassdoor.co.uk/Overview/Working-at-Eni-Spa-EI_IE3164.11,18.htm","https://www.glassdoor.co.uk/Reviews/Eni-Spa-Reviews-E3164.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Flexible and tolerant management
Pay adequately international employees","- Disorganized
- Not internationally opened, it is mostly an Italian company with little opportunities to grow for foreigners.
- It is not acting like an IOC but more like a public company. Local employees look like government employees
- People are stressed and not necessarily efficient 
- There is no clear process in place to conduct business. 
- Human resource management is non existent and not transparent even if it exists",3,2,2,"3164"
"2023-07-24 00:00:00.000","39352096","39352096","https://www.glassdoor.com/Reviews/Employee-Review-Willson-Jones-Carter-and-Baxley-RVW39352096.htm","""2020-12-10T00:00:00.000Z""",1,"",2019,1,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,3,"Completely horrible","Willson Jones Carter and Baxley","","","","","","","","None I can think of","Given little to no details about training or expectations, only to be talked about behind closed doors.",2,1,"",""
"2023-07-22 00:00:00.000","59588759","59588759","https://www.glassdoor.com/Reviews/Employee-Review-Hactl-RVW59588759.htm","""2022-02-13T00:00:00.000Z""",1,"",2021,6,"null","","Former Employee","","","POSITIVE","APPROVE","POSITIVE",4,4,4,3,"less opportunity with old style management","Hactl","","","","","","","","more holiday, you can touch a complex framework and various technologies.","system over designed and very complex, needs time to understand.",4,4,"",""
"2023-07-24 00:00:00.000","46253869","46253869","https://www.glassdoor.com/Reviews/Employee-Review-Integrated-Healthcare-Staffing-RVW46253869.htm","""2021-04-29T00:00:00.000Z""",2,"",2020,1,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,4,1,1,"Horrible environment- really doesn't care about their employees","Integrated Healthcare Staffing","","","","","","","","You get a paid on time","The owners don't care about their employees, they don't take covid seriously, there is extremely high turnover and overall just not a good environment to work in. There are only a few people who have been there over a year.",2,1,"",""
"2023-07-29 00:00:00.000","45979030","45979030","https://www.glassdoor.com/Reviews/Employee-Review-FCCI-Insurance-Group-RVW45979030.htm","""2021-04-23T00:00:00.000Z""",2,"",2017,4,"null","","Former Employee","","","NEUTRAL","NO_OPINION","NEGATIVE",3,3,2,1,"Former Employee","FCCI Insurance Group","","","","","","","","Nice coworkers and good location","Unrealistic expectations from management and work life balance not a priority",4,1,"",""
"2023-07-29 00:00:00.000","45892288","45892288","https://www.glassdoor.com/Reviews/Employee-Review-Viagogo-RVW45892288.htm","""2021-04-22T00:00:00.000Z""",1,"",2020,4,"null","","Former Employee","","","NEGATIVE","APPROVE","NEGATIVE",1,1,1,1,"nothing to say here","Viagogo","","","","","","","","Made lots of friends and had a ball with all the people who made the working day great","work was hard … nothing more to to say",1,1,"",""
"2024-04-01 00:00:00.000","715","61673016","https://www.glassdoor.co.uk/Reviews/Employee-Review-Walmart-RVW61673016.htm","""2022-03-23T18:14:53.637Z""","","",2020,9,"null","REGULAR","Former employee, more than 8 years","","","POSITIVE","NO_OPINION","NEGATIVE",4,5,3,3,"Best option for retail","Walmart","","https://www.glassdoor.co.uk/Reviews/Walmart-Reviews-E715_P3571.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","N/A","Pharmacist","Pay techs and pharmacist more money, then turnover wouldn’t be so high.","https://www.glassdoor.co.uk/Overview/Working-at-Walmart-EI_IE715.11,18.htm","https://www.glassdoor.co.uk/Reviews/Walmart-Reviews-E715.htm?filter.iso3Language=ita&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Time off, great communication from higher ups-everyone was in the know, positive culture","Stressful work environment, impossible metrics to meet to get bonus, always new to-dos and deadlines and endless shot goals and imz clinics",3,4,2,"715"
"2024-03-29 00:00:00.000","9779","13581769","https://www.glassdoor.co.uk/Reviews/Employee-Review-Teleperformance-RVW13581769.htm","""2017-02-01T08:35:00.277Z""",1,"",2013,4,"null","REGULAR","Former employee, more than 3 years","","","NEUTRAL","NO_OPINION","NEGATIVE",2,"",3,3,"Easy to get hard to do","Teleperformance","","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779_P4534.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Boca Raton, FL","Repair Escalation Specialist","Recognition for a job well done goes a long way. Incentives only go so far if the work you do isn't supported and appreciated.","https://www.glassdoor.co.uk/Overview/Working-at-Teleperformance-EI_IE9779.11,26.htm","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779.htm?filter.iso3Language=fra&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Set schedule, easy to get hired, hour lunch break","Takes time to make decent money and you hit a glass ceiling within 3 years. Benefits are meh. Professional growth is hard to come by.",3,2,3,"9779"
"2024-03-30 00:00:00.000","2282","15838786","https://www.glassdoor.co.uk/Reviews/Employee-Review-Morgan-Stanley-RVW15838786.htm","""2017-07-11T02:16:54.537Z""",1,"",2013,2,"null","REGULAR","Former employee, more than 1 year","","","POSITIVE","NO_OPINION","POSITIVE",4,"",3,3,"Great place to work, but...","Morgan Stanley","","https://www.glassdoor.co.uk/Reviews/Morgan-Stanley-Reviews-E2282_P1401.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","New York, NY","Vice President","Wise up and think about how to make your processes run for the longer term rather than based on the personality of the moment.","https://www.glassdoor.co.uk/Overview/Working-at-Morgan-Stanley-EI_IE2282.11,25.htm","https://www.glassdoor.co.uk/Reviews/Morgan-Stanley-Reviews-E2282.htm?filter.iso3Language=nld&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Great branding and history.
Top notch banking organization.
Some of the most dedicated people working in the front office.","Organization, especially on the IT side is erratic, they sometimes think they are Google.
Personalities tend to focus on advancement rather than getting the job done rate.
Prefer band aids rather than longer term solutions.",3,3,3,"2282"
"2024-03-29 00:00:00.000","9779","42600742","https://www.glassdoor.co.uk/Reviews/Employee-Review-Teleperformance-RVW42600742.htm","""2021-02-16T18:25:20.053Z""","","",2020,1,"null","REGULAR","Former employee, less than 1 year","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Job is not right","Teleperformance","","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779_P3807.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Hobart, IN","Customer Service Agent","Speak better and try harder to solve equipment issues.","https://www.glassdoor.co.uk/Overview/Working-at-Teleperformance-EI_IE9779.11,26.htm","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779.htm?filter.iso3Language=fra&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","No pros they are a horrible company","Teleperformance is not a great place to work very unorganized. Managers are not professional and if equipment is broke you get points even if you communicate with managers they still say its your fault and give you points. NO COMMUNICATION AT ALL.",1,1,1,"9779"
"2024-03-29 00:00:00.000","9779","40886032","https://www.glassdoor.co.uk/Reviews/Employee-Review-Teleperformance-RVW40886032.htm","""2021-01-17T16:07:12.633Z""","","",2020,1,"null","REGULAR","Former employee, less than 1 year","","","NEGATIVE","DISAPPROVE","NEGATIVE",3,4,3,1,"Good start for an entry level job","Teleperformance","","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779_P3859.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Bogotá, Bogota","Recruitment And Selection Analyst","Train your leaders, organize schedules so the workload is reasonable.","https://www.glassdoor.co.uk/Overview/Working-at-Teleperformance-EI_IE9779.11,26.htm","https://www.glassdoor.co.uk/Reviews/Teleperformance-Reviews-E9779.htm?filter.iso3Language=fra&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Stability,environment, experience, work from home during pandemic","Lack of organization, weak leadership skills, no tool to work provided, very long hours and disorganized schedules.",2,1,3,"9779"
"2023-07-23 00:00:00.000","57080918","57080918","https://www.glassdoor.com/Reviews/Employee-Review-Jack-Cooper-Transport-RVW57080918.htm","""2021-12-25T00:00:00.000Z""",1,"",2021,20,"null","","Former Employee","","","NEUTRAL","DISAPPROVE","NEGATIVE",1,3,1,1,"good pay poor culture","Jack Cooper Transport","","","","","","","","the pay and the benifits","very toxic place to work",4,1,"",""
"2023-07-23 00:00:00.000","49890759","49890759","https://www.glassdoor.com/Reviews/Employee-Review-Integrity-Express-Logistics-RVW49890759.htm","""2021-07-16T00:00:00.000Z""",4,"",2019,4,"null","","Former Employee","","","POSITIVE","APPROVE","POSITIVE",4,3,2,4,"Not bad but not a tech company","Integrity Express Logistics","","","","","","","","Relaxed work environment
Flex scheduling
Open to new ideas","Loudest people run the show
No direction for team or growth
Constant reorgs break moral",1,2,"",""
"2024-04-01 00:00:00.000","8876","17809036","https://www.glassdoor.co.uk/Reviews/Employee-Review-Wells-Fargo-RVW17809036.htm","""2017-11-08T22:12:38.480Z""",1,"",2016,2,"null","REGULAR","Former employee, more than 1 year","","","NEUTRAL","NO_OPINION","NEGATIVE",1,"",1,2,"Home Loan Processor","Wells Fargo","","https://www.glassdoor.co.uk/Reviews/Wells-Fargo-Reviews-E8876_P3225.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","Los Angeles, CA","Design Consultant","Streamline Home loan processing duties","https://www.glassdoor.co.uk/Overview/Working-at-Wells-Fargo-EI_IE8876.11,22.htm","https://www.glassdoor.co.uk/Reviews/Wells-Fargo-Reviews-E8876.htm?filter.iso3Language=ita&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Decent pay with flexible hours. Training was always well done. Some encouraging managers.","Micro management. Pressure to put incomplete work through. Asked to wear too many hats.",3,1,1,"8876"
"2024-04-02 00:00:00.000","35","39687064","https://www.glassdoor.co.uk/Reviews/Employee-Review-American-Express-RVW39687064.htm","""2020-12-21T11:50:55.093Z""","","",2016,2,"null","REGULAR","Former employee, more than 1 year","","","POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Wonderful work life balance!","American Express","","https://www.glassdoor.co.uk/Reviews/American-Express-Reviews-E35_P805.htm?sort.sortType=RD&sort.ascending=false&filter.iso3Language=eng&filter.includePastEmployees=true&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE","New York, NY","Analyst","Keep it up!","https://www.glassdoor.co.uk/Overview/Working-at-American-Express-EI_IE35.11,27.htm","https://www.glassdoor.co.uk/Reviews/American-Express-Reviews-E35.htm?filter.iso3Language=spa&filter.employmentStatus=INTERN&filter.employmentStatus=FREELANCE&filter.employmentStatus=REGULAR&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=TEMPORARY","Great balance, great leaders! Loved my time there with great teams!","Not many at all! There is a lot of organizational shift.",4,5,4,"35"
"2023-07-27 00:00:00.000","51787038","51787038","https://www.glassdoor.com/Reviews/Employee-Review-Halodoc-RVW51787038.htm","""2021-08-29T00:00:00.000Z""",3,"",2021,2,"null","","Former Employee","","","POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Good place to work","Halodoc","","","","","","","","Good Tech Stack &amp; Collegues","Did not find any cons",5,5,"",""
"2023-07-26 00:00:00.000","47378139","47378139","https://www.glassdoor.com/Reviews/Employee-Review-OLIVER-Agency-RVW47378139.htm","""2021-05-24T00:00:00.000Z""",7,"",2020,4,"null","","Former Employee","","","NEUTRAL","NO_OPINION","NEGATIVE",1,3,2,2,"Constant Disappointment","OLIVER Agency","","","","","","","","Opportunity to work with nice brands and with great people on your in-house team.","Everything else.
RH is non-existent, the teams are constantly overworked and understaffed and the Senior Leadership could not care less about the people.
It's obviously all about the account's profits for them and the everyone on the team can tell.
The overwhelming workload situation was brought up every single week to the senior staff and no visible changes were made in over a year. On top of that, there are virtually no promos or proper salary raises, even though the account keeps growing every single year. 
It's a constant battle to try to get as little as a 5% - 10% raise for anyone on the team, which is exhausting and discouraging for everyone. 

It's no surprise that the employee turnover keeps growing and they keep loosing amazing talents.",1,1,"",""
"2023-08-02 00:00:00.000","42817256","42817256","https://www.glassdoor.com/Reviews/Employee-Review-City-Kids-School-LA-RVW42817256.htm","""2021-02-20T00:00:00.000Z""",2,"",2019,2,"null","","Former Employee","","","NEUTRAL","DISAPPROVE","NEGATIVE",1,3,1,1,"School undervalues teachers","City Kids School LA","","","","","","","","Great fellow Teachers that care.","The defamation of former employees",1,1,"",""
"2023-07-27 00:00:00.000","58995874","58995874","https://www.glassdoor.com/Reviews/Employee-Review-SilkRoad-Technology-RVW58995874.htm","""2022-02-02T00:00:00.000Z""",4,"",2022,1,"null","","Former Employee","","","NEUTRAL","DISAPPROVE","NEGATIVE",1,1,2,3,"Static Organization with Little Forward Momentum","SilkRoad Technology","","","","","","","","- Work from home/flex work
- Good tools/apps for use to do work
- Onboarding Product is a solid solution","- High turn-over
- Innovation lacking
- Everyone think and behaves the same and there is a lot of disorganization, lack of effective solutioning and culturally little awareness of need for improvement or appetite for change seemingly due complacency.",2,2,"",""
"2023-07-27 00:00:00.000","58942015","58942015","https://www.glassdoor.com/Reviews/Employee-Review-Motion-Recruitment-RVW58942015.htm","""2022-02-01T00:00:00.000Z""",5,"",2018,2,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,3,1,1,"Toxic","Motion Recruitment","","","","","","","","Work with a team but you are working against each other most times so not a great pro","They hire and see who’s “mental stamina” can handle the sales workhorse environment. The competition is toxic not encouraging.",3,1,"",""
"2023-07-28 00:00:00.000","65714601","65714601","https://www.glassdoor.com/Reviews/Employee-Review-Sundae-RVW65714601.htm","""2022-06-18T00:00:00.000Z""",17,"",2022,2,"null","","Former Employee","","","NEGATIVE","NO_OPINION","NEGATIVE",2,1,1,2,"Don't Get Your Hopes Up","Sundae","","","","","","","","Remote
100% healthcare paid
unlimited PTO (but who really feels comfortable using it)","My experience as an employee ultimately ended terribly and I would not suggest anyone else work here. 

I was so excited to be apart of a company that seemed to truly care about their employees and the community in which they operated. Unfortunately after about 11 months with the company, I learned that was not the case.

On my 3rd day of onboarding, the company shut down the department I was hired in. They asked me to move to their sales department, in which I had 0 experience. Once I got into that department, they required me to change my original hours of 8-5 to work the 10-7 shift. That really negatively affected my family but we endured and preserved. In addition, I went above and beyond in that role and was promoted w/ a pay raise w/in 2 months. They then required the team to get their real estate license which took 6 months of studying outside of work hours. That also took me away from my family because of the weekly deadlines I needed to meet. I had to study on the weekends and late evenings. 

Ultimately, I ended up passing and receiving my license for them. However, 2 weeks later they asked me to move back into the department they originally hired me to be in. I was excited to go back but kind of bummed I wasn’t going to be able to utilize the license I just spent 6 months sacrificing for.

When I got to the original department, they heard so many great things about my work ethic in the sales department that they “promoted” me to a role that I did not apply, interview or fully understand the roles and responsibilities. I immediately expressed my reservations about the role but they said it would be fine, they would train me. The first 3 months in the new role (but original department) was slow because they were still recovering and setting up from the previous closure. After 1 month of being fully operational, I re-expressed my concern of the promotion so they said they understood and respected my honesty and put me back into the role I originally was hired for (10 months since being hired). After two weeks into the role, they fired me saying that I didn’t seem to be a good fit for Sundae. After I adapted to EVERY change they through my way. I was even one of the top 3 performers in their sales department for 8 months straight. They gave me a week of severance and sent me packing. They didn’t even offer me to move me back to sales but I soon found out why. 

1 month later, they did a huge lay off and gave those employees a much larger sum of severance. I believe this is maybe their 2nd or 3rd layoff in their 3 years of business. I genuinely believe they just wanted to avoid laying me off and used my honesty against me. I have way more to say but my fingers hurt lol. 

**I waited this long to share my experience to avoid the company from retaliating against my friends and family that still worked there.",4,1,"",""
"2023-07-28 00:00:00.000","65585253","65585253","https://www.glassdoor.com/Reviews/Employee-Review-UL-Solutions-RVW65585253.htm","""2022-06-15T00:00:00.000Z""",11,"",2022,6,"null","","Former Employee","","","NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,2,"Run away if you are in marketing","UL Solutions","","","","","","","","It’s probably good that everything is so constantly chaotic. It takes years for people to be noticed as incompetent.","Marketing department is in shambles. Very high turnover above the normal rate. Scores poorly in surveys. Band aids instead of fixes. Lack of responsibility and accountability.",2,1,"",""
